sufix,count
yropimu,24
ykyase,95
nykyase,81
otohto,38
totohto,18
okohme,7
tiku,6
utiku,6
retu,30
iretu,30
oso,25
soso,10
tirene,8
itirene,8
ioso,5
moso,6
amoso,6
potyry,31
ypotyry,10
epezu,6
ahtoase,10
oporyke,19
ẽmapõko,8
namara,9
ynamara,9
sãme,33
hnanõkõ,30
ariase,12
kariase,12
enetara,232
omãkõ,26
pomãkõ,26
upomãkõ,8
ekaxĩpo,10
atara,14
tyriase,48
atoae,29
natoae,29
onatoae,29
maita,11
emaita,11
remaita,11
iotary,49
niotary,42
mykyry,7
kepyase,14
ytono,6
ĩmase,13
kĩmase,13
akĩmase,13
nasõ,12
enasõ,12
erepõ,8
perepõ,8
iperepõ,8
hkapoko,24
ỹpose,20
nỹpose,20
anỹpose,20
pyhtose,12
neu,190
oneu,161
roneu,161
oroneu,161
onao,5
rixiapõ,27
aporykõ,157
etonie,7
repyase,35
ehkary,32
rehkary,32
kehkase,49
utako,8
nutako,8
enutako,8
uaroro,7
otonõpo,11
pyhpõ,14
opyhpõ,14
nopyhpõ,14
etũke,6
pohtoko,10
pohpory,10
utohto,11
rutohto,11
jo,3
hmoko,10
ihmoko,10
pihmoko,10
orohno,15
porohno,8
karono,14
opyase,54
nopyase,54
apatoh,24
tapatoh,24
tumy,6
atumy,6
rixi,78
erixi,78
yri,9
tyri,9
atyri,9
patyri,9
ipatyri,9
ypõ,5
typõ,5
inỹpyry,11
returu,32
ereturu,32
apoiase,46
ohtaõkõ,17
ukãkara,14
kapoase,27
uxira,16
ruxira,16
uruxira,16
oxiu,7
roxiu,7
oroxiu,7
exitu,96
opara,13
kopara,13
okopara,13
eratu,7
peratu,7
ripa,112
yripa,112
kyripa,112
nixi,57
enixi,51
renixi,39
erenixi,39
utatose,12
rohpõkõ,20
potohto,10
tunu,7
etunu,7
yetunu,7
ehpono,16
nehpono,16
uhneme,48
puhneme,48
kehpory,15
kyryke,74
okyryke,11
yhmane,7
uimã,5
uokety,11
tuokety,11
epo,7
nepo,7
enepo,7
senepo,7
epotoh,8
nepotoh,8
womãko,71
ewomãko,50
omaryke,10
myhpyra,18
uriu,22
itiu,10
mitiu,10
amitiu,10
ramitiu,10
ikapono,14
põpono,15
apõpono,15
zo,7
ozo,7
tozo,7
atozo,7
ratozo,7
nitu,6
ynitu,6
mona,7
umona,7
aumona,7
yhkatoh,31
sea,29
asea,5
yna,36
kyna,15
arahko,44
naeroro,94
ohkatoh,44
irão,10
kirão,10
akirão,10
oakirão,10
rotou,11
arotou,11
uarotou,11
ỹkehse,9
nỹkehse,9
mykyase,14
ipia,5
erake,8
werake,8
ywerake,8
apyase,36
papyase,24
mepyase,12
pahpyra,20
tarose,10
otarose,10
aneu,11
raneu,11
eraneu,11
teraneu,11
ueme,25
tykyry,7
mehtoh,8
ẽmehtoh,8
kõkõ,30
okõkõ,30
emirykõ,8
rotohto,10
6,9
76,3
wãme,7
awãme,7
sawãme,7
uitoh,14
puitoh,14
hty,5
yhty,5
ryhse,14
yryhse,14
uotyry,11
kuotyry,11
kahkasẽ,10
auta,35
ũtohme,8
sũtohme,8
pokõ,9
opokõ,9
topokõ,9
otopokõ,9
uimase,9
puimase,9
sekase,15
esekase,8
apatõ,7
tapatõ,7
sekano,8
esekano,8
erypyra,8
hnase,13
ahnase,13
kahnase,13
aory,5
puriu,7
upuriu,7
omyase,9
momyase,9
nyhtoh,7
õtapõkõ,10
ohtoase,12
xito,6
axito,6
ruxime,8
oruxime,8
kuza,8
akuza,8
rakuza,8
irakuza,8
ziu,5
eziu,5
uori,7
zuori,7
ozuori,7
piu,4
hpotou,11
ehpotou,11
inõ,5
oinõ,5
amyase,23
mamyase,23
matory,10
amatory,10
katory,20
ãkatory,12
yjezu,14
ryjezu,14
yryjezu,14
hmatone,156
akyry,56
uakyry,56
tuakyry,56
ahnõ,62
pahnõ,36
epahnõ,36
repahnõ,36
kyrixtu,85
yrome,92
oyrome,45
koyrome,27
ihketõ,16
rihketõ,16
akare,6
ehpe,9
rehpe,9
urehpe,9
surehpe,9
ipoko,90
xipoko,66
topõko,22
ãtopõko,22
hmato,8
ehmato,8
pehmato,8
jepe,28
ajepe,8
najepe,8
anajepe,8
tarahko,10
ỹkohxo,17
rỹkohxo,17
akarykõ,24
uãnohse,72
apeke,16
papeke,16
ypapeke,16
amarokõ,11
tupyra,40
utupyra,40
anohtou,15
isamo,14
xisamo,14
õpyryke,149
ẽtime,10
zẽtime,10
ezẽtime,10
aĩkõ,46
yaĩkõ,30
eynara,33
neynara,9
ỹnỹpo,11
pỹnỹpo,11
apỹnỹpo,11
puhne,58
upuhne,46
tupuhne,46
parao,6
rãkõme,40
urãkõme,40
apohpõ,24
kapohpõ,24
samara,45
asamara,45
inehxo,14
papake,10
opapake,10
eropory,20
ãkatone,59
kurãkõ,13
ekurãkõ,13
pye,115
ypye,115
moeze,9
omoeze,9
momoeze,9
otakety,54
orihtoh,17
tyatose,122
netary,26
enetary,26
nohtoh,41
ãnohtoh,33
ytaono,30
rytaono,30
taro,8
etaro,8
retaro,8
uretaro,8
ikapose,11
ãkaxĩpo,10
morohne,24
onanõkõ,13
ozae,7
rozae,7
arozae,7
uhpory,36
puhpory,36
pakõme,14
maeu,14
imaeu,14
ximaeu,14
uhpotoh,78
eka,6
peka,6
epeka,6
marame,8
amarame,8
zau,12
ototo,8
kototo,8
okototo,8
otarãme,46
ãnohto,7
rime,8
erime,8
merime,8
umerime,8
apuhse,28
rihpõ,7
yrihpõ,7
xityã,63
exityã,63
eia,14
zeia,10
htyãme,37
ohtyãme,37
puimo,21
opuimo,21
apaketõ,11
meynara,12
ĩpyryme,10
ihpome,16
umãkõ,7
iumãkõ,7
puhpỹme,14
imapoko,24
oya,8
yisenã,8
kyisenã,8
hkatyã,36
ahkatyã,36
nuhnõko,32
ykasẽ,8
rykasẽ,8
arykasẽ,8
wekyry,357
owekyry,189
okure,8
kokure,8
okokure,8
okorõme,13
ypokõke,40
pokõkõ,24
ypokõkõ,24
onohke,11
konohke,11
kokẽ,6
okokẽ,6
okono,6
otyoro,72
yotyoro,72
epatone,63
oremãse,50
yyamene,8
utyrykõ,79
ỹpopyra,27
eparo,11
oeparo,11
toeparo,11
kahpyra,36
tomara,43
htomara,30
akatyã,44
pakatyã,24
nuopyra,16
rou,10
yrou,10
nekure,11
onekure,11
ahneme,8
nahneme,8
ãtume,6
mãne,10
emãne,10
semãne,10
ẽsemãne,10
nyryke,14
õpopyra,9
uohkõme,24
otãkye,18
kotãkye,18
orẽpyra,27
si,4
esi,4
emapoko,20
erory,68
riria,6
uhnõ,7
ruhnõ,7
uruhnõ,7
itohnõ,12
pitohnõ,12
pania,21
xpania,21
kyĩse,40
ikyĩse,40
rikyĩse,40
eneto,14
peneto,14
niku,9
oniku,9
roniku,9
oroniku,9
unia,5
iato,8
riato,8
yriato,8
pyriato,8
panu,5
aki,12
taki,6
xtaki,6
opuru,47
topuru,10
xtopuru,10
tião,7
otião,7
rotião,7
sezu,6
asezu,6
pena,8
ypena,8
rypena,8
yrypena,8
oza,8
poza,8
ypoza,8
rypoza,8
yrypoza,8
iti,13
xiti,8
exiti,8
rexiti,8
erexiti,8
rito,9
yrito,9
kyrito,9
ĩkyrito,9
õti,8
kõti,8
ekõti,8
rekõti,8
erekõti,8
emese,7
remese,7
taropa,8
ataropa,8
masa,7
emasa,7
remasa,7
oku,8
roku,8
oroku,8
roroku,8
iroroku,8
uria,5
ĩpa,9
rĩpa,5
yparyke,10
xihnõko,10
ipatoro,10
exiu,7
rexiu,7
erexiu,7
oytoase,9
ĩtopõkõ,200
oiatose,40
yroe,5
pana,32
epana,32
tepana,32
xtepana,32
ykatory,8
õnory,28
rõnory,28
arõnory,28
zuhnanõ,11
nohtao,92
unohtao,22
mõkomo,8
ymõkomo,8
õpataka,8
ypatoko,11
hsene,7
ehsene,7
uhsenã,24
puhsenã,24
uhpãko,7
ỹnõ,14
pỹnõ,14
hpỹnõ,14
uhpỹnõ,14
puhpỹnõ,14
rykary,14
xikary,8
hxikary,8
hnanõme,123
ipãkõ,7
xipãkõ,7
opynomo,20
aonato,10
taonato,10
uary,15
puary,6
ruary,9
uruary,9
ruruary,9
zehse,7
ozehse,7
tupĩko,21
epynỹpo,9
posẽ,16
aposẽ,16
maposẽ,10
hmaposẽ,10
hnãko,7
ehnãko,7
hpyryke,9
ahtõko,72
nahtõko,72
õtohtao,11
ypaketõ,11
ihpo,6
mihpo,6
eahmase,8
pyxiã,7
ypyxiã,7
topõ,8
ĩtopõ,8
rĩtopõ,8
orĩtopõ,8
ehsenã,7
xihpe,7
axihpe,7
yematoh,23
ỹketomo,18
kyryino,10
uahke,6
upũkõ,36
iokomo,33
niokomo,33
ytatoko,27
ẽty,12
yniokõ,70
ityãme,18
xityãme,9
hkatou,10
ahkatou,10
tasão,11
ẽtasão,11
mẽtasão,11
yãkara,9
pyãkara,9
yemara,29
kyemara,29
atyryke,9
sakorõ,14
ẽnarykõ,20
puhxĩpo,63
kyehxo,8
ãkyehxo,8
rixĩpo,8
yrixĩpo,8
eroaero,8
hpitone,28
õkehse,7
poetome,14
uekykõ,7
eropõ,24
etananõ,32
ihxo,18
xihxo,18
rehkãko,40
zame,10
azame,10
wazame,10
awazame,10
iremã,9
piremã,9
hpiremã,9
irimase,12
irimara,33
uhnekõ,8
kuhnekõ,8
uhpyke,45
puhpyke,45
rityãme,9
oypoko,9
koypoko,9
euke,27
peuke,27
apeuke,27
xapeuke,27
ropary,8
oropary,8
ũsehke,21
ehtohto,8
nahtoko,36
ytoketõ,20
kuokokõ,11
upume,6
õmero,25
rõmero,25
orõmero,25
natara,8
unatara,8
okokõme,54
okoke,48
õsenese,8
atõkõme,13
napory,10
ẽnapory,10
ianase,10
xianase,10
eanokõ,39
ueanokõ,32
mihtõko,11
ohmatoh,8
rekõ,8
yrekõ,8
pyrekõ,8
ypyrekõ,8
xĩto,56
exĩto,56
rexĩto,56
ãtatyã,16
uãtatyã,16
uhpyny,14
puhpyny,14
turũ,18
oturũ,18
ukehno,11
rukehno,11
ekaropõ,8
oihpome,9
oasene,18
toasene,8
koynara,18
emãkara,88
etyry,43
retyry,30
uretyry,9
pyãkõ,9
ẽpyãkõ,9
pẽpyãkõ,9
pẽpyã,7
opẽpyã,7
oikety,12
poikety,12
tuhtone,9
ẽtone,6
kume,17
ikume,9
iikume,9
riikume,9
tapỹme,16
otapỹme,16
oketyme,24
myhkary,9
katyãkõ,26
uaseme,7
unatu,8
tunatu,8
otunatu,8
aiku,6
kaiku,6
eano,10
õketomo,11
iporykõ,99
umykõme,48
myĩse,11
amyĩse,11
mamyĩse,11
etãkye,16
setãkye,16
eroryke,8
etyase,21
retyase,11
pamame,8
opamame,8
ẽkary,18
yẽkary,18
tyẽkary,18
rokatoh,9
hpotoko,68
oketõme,9
eropõko,24
merory,14
rotoh,23
erotoh,15
õmyty,6
zetyry,7
ẽmytykõ,18
sahxo,6
oyna,21
moyna,7
amoyna,7
eponeme,9
masene,21
hmasene,9
ĩkõme,11
yĩkõme,11
pyĩkõme,11
mururu,14
ketyke,9
iketyke,9
inohtao,27
htõkõme,14
ẽxiryme,16
koyna,14
okoyna,14
hmaxĩpo,13
jakorõ,59
ojakorõ,52
kahxĩpo,10
yrykõae,43
rosẽme,10
arosẽme,10
inanõme,16
zomory,22
azomory,22
ypatose,12
oimehnõ,20
oywy,14
koywy,7
okoywy,7
zuhketõ,13
ehpotoh,25
ymotye,7
anae,6
nanae,6
rowohpe,11
htõkõ,84
ohtõkõ,84
nohtõkõ,84
oiryke,16
poiryke,16
yhtary,18
nyhtary,18
wohpã,46
owohpã,46
paxi,18
ypaxi,18
rypaxi,18
yrypaxi,18
hzomose,13
topone,11
htopone,11
aori,7
taori,7
ataori,7
toiparo,11
roryino,24
ripoase,18
uasene,24
ruasene,10
ewomary,8
rowohpã,11
poasene,10
ysẽ,8
rysẽ,8
yrysẽ,8
kyrysẽ,8
ykyrysẽ,8
otamitu,10
pyatose,96
xityamo,9
1,9
e1,9
me1,9
yme1,9
ryme1,9
eryme1,9
neryme1,9
nekako,27
enekako,27
azomõko,19
hma,9
yhma,9
nyhma,9
ynyhma,9
mynyhma,9
ekume,8
rekume,8
yrekume,8
emaryke,12
kaneke,12
ãkaneke,12
õjezu,12
kõjezu,12
ykõjezu,12
pahxo,9
opahxo,9
ropahxo,9
awekyry,65
pakomo,14
30me,5
uhtãne,12
puhtãne,12
tanohne,31
ãtara,6
myke,12
umyke,12
tõpo,7
etõpo,7
oetõpo,7
ehtohpo,17
opõme,16
ropõme,16
uropõme,16
ĩtase,8
kĩtase,8
akĩtase,8
utory,7
outory,7
enurume,8
akano,9
takano,9
htakano,9
aeno,5
utyãme,11
rutyãme,11
touse,7
õtouse,7
uaĩkõ,6
risemy,8
yrisemy,8
mukã,8
emukã,8
semukã,8
osemukã,8
okatyã,11
pokatyã,11
ekatõ,14
sekatõ,14
roynara,10
romara,9
uromara,9
natone,48
unatone,48
ysero,21
rysero,21
yrysero,21
mehme,18
ũmehme,8
nũmehme,8
sezuhno,11
ũmero,7
iũmero,7
motao,12
hmotao,12
ahmotao,12
umunuru,48
ripoko,24
yripoko,24
nyrine,8
ynyrine,8
hmero,6
maõkõ,11
hmaõkõ,11
ehmaõkõ,11
osãme,10
posãme,10
oposãme,10
kahnõ,11
hkahnõ,11
ahkahnõ,11
ikyryke,63
rahse,20
arahse,20
rarahse,11
õpõkõme,11
ypõkõme,11
hpone,32
ohpone,15
nohpone,15
umakara,9
ariry,9
sariry,9
esariry,9
opore,16
oopore,16
poopore,16
yrỹko,13
tuhkãkõ,13
kapotyã,17
ãtohme,8
mãtohme,8
htõ,30
ohtõ,30
nohtõ,30
unohtõ,30
kunohtõ,30
ãtãko,6
murutoh,8
kehtoko,12
etaketõ,20
emãka,9
remãka,9
eremãka,9
emao,40
remao,40
eremao,40
aeremao,40
ãtoko,10
mãtoko,10
emãtoko,10
uineme,8
puineme,8
iatohkõ,12
iatoko,55
miatoko,55
yxime,21
ryxime,21
puro,7
apuro,7
tapuro,7
riake,9
uriake,9
nuriake,9
tosẽke,20
otosẽke,20
tokamo,22
etokamo,22
womatoh,30
oikehse,14
ymetỹ,6
ykyhpõ,7
ropuru,37
uropuru,37
pururu,14
tuke,10
atuke,10
patuke,10
apatuke,10
matohke,13
rẽpyry,8
yrẽpyry,8
ukatoh,7
zehkãko,8
rekõme,9
yrekõme,9
popõkõ,60
ipopõkõ,60
nekary,33
enekary,33
umasene,12
oitone,9
moitone,9
titu,77
otitu,77
rotitu,77
orotitu,77
aokynã,11
paokynã,11
yĩno,9
ryĩno,9
iryĩno,9
xiryĩno,9
marahko,13
orõkõme,29
kyatose,12
uhtary,11
ruhtary,11
aẽkara,7
xitary,7
wotia,12
ỹtyke,12
ẽti,8
mẽti,8
emẽti,8
remẽti,8
eremẽti,8
itohkõ,8
ritohkõ,8
poi,4
ipõkõ,103
xipõkõ,50
oxipõkõ,50
pauru,13
epauru,13
mepauru,13
ipõkomo,34
ura,28
pura,28
apura,28
papura,28
epapoko,33
nehnõ,8
enehnõ,8
senehnõ,8
ãkatõme,10
yehno,6
karame,50
õkarame,26
seapõkõ,60
ihtohkõ,20
kuhtoh,28
netyase,10
itykõ,15
mitykõ,8
ymitykõ,8
õpyryme,58
utone,20
rutone,20
urutone,20
ahkapỹ,10
sahkapỹ,10
onohpo,9
ronohpo,9
zimo,7
ezimo,7
nezimo,7
konome,7
ripõkõ,13
oripõkõ,13
emaxi,18
isea,24
tisea,24
otisea,24
aotisea,24
ipu,12
kipu,12
enohse,30
oenohse,30
ỹpõkomo,11
ãtõko,28
kãtõko,28
ryro,9
iryro,9
xiryro,9
exiryro,9
pykã,12
hpykã,12
yhpykã,12
pyhpykã,12
uẽ,32
kuẽ,7
ũkuẽ,7
mũkuẽ,7
umũkuẽ,7
uwekyry,11
ekehno,14
nekehno,14
patyãme,30
enexĩpo,8
nasene,18
anasene,18
oapoiry,9
nakẽ,7
anakẽ,7
nanakẽ,7
põkara,10
apõkara,10
mitãko,7
ewekyry,78
yhketõ,7
ohtone,11
mohtone,11
ihtyamo,40
unõpo,6
inuru,7
kinuru,7
kokomo,8
okokomo,8
nukomo,10
enukomo,10
mihmãkõ,9
ypyrymã,30
ipone,14
ymanõpo,28
kyrỹko,7
unohno,13
kunohno,13
ohnomo,14
napyase,12
kuasene,14
otopyra,18
emahpõ,13
remahpõ,13
pyhpono,11
uhpone,17
puhpone,17
ripone,8
yripone,8
eneu,18
meneu,18
exipoko,10
xisenã,7
isene,31
xisene,7
mokaro,20
emokaro,20
momoro,25
omomoro,25
moyrome,18
enepoko,9
moiry,6
hpomãkõ,18
ypake,6
ynoty,6
ekye,12
yekye,12
iõpyry,8
niõpyry,8
etaryke,24
emato,12
remato,12
eremato,12
upokara,9
upokãko,8
wakuru,14
ohsã,8
nohsã,8
ãnohsã,8
uãnohsã,8
hsãme,18
ohsãme,10
nohsãme,10
ĩpyra,7
xĩpyra,7
nohkety,15
htatoh,10
uhtatoh,10
anohtao,12
yyrome,34
ryyrome,34
nepỹme,9
enepỹme,9
eywy,11
meywy,11
ymeywy,11
rymeywy,11
ykokoro,16
oiti,5
unixi,6
hpona,7
uhpona,7
puruase,9
xeru,6
ixeru,6
hxine,8
ohxine,8
mohxine,8
iporu,36
xiporu,36
exiporu,36
pihpõ,7
upihpõ,7
uotoh,7
tuotoh,7
emero,13
nemero,13
anemero,13
ãkarame,24
hnohtao,31
sohkase,12
õtopyra,8
puhsẽ,12
tuaro,19
otuaro,10
aotuaro,10
omaketõ,10
omapõko,27
yrexi,16
pyrexi,16
ãpyrexi,16
tapory,7
toaero,10
etoaero,10
opyno,6
arotoh,8
karotoh,8
timoteu,19
kanohko,12
ẽte,16
sẽte,8
esẽte,8
resẽte,8
yresẽte,8
maxia,8
umaxia,8
aumaxia,8
nehtase,9
htozome,9
moase,27
omoase,27
nomoase,27
omane,8
tomane,8
htomane,8
irypo,8
xirypo,8
exirypo,8
hkatõ,12
ehkatõ,12
kehkatõ,12
piase,6
okako,9
rokako,9
orokako,9
tãpyra,8
atãpyra,8
rutase,26
urutase,26
potara,10
opotara,10
upotase,11
tẽte,8
utẽte,8
rutẽte,8
urutẽte,8
utia,8
autia,8
rautia,8
yrautia,8
pãkara,10
hpãkara,10
mahnomo,14
etapõkõ,10
ekapoko,22
iximãkõ,12
ryxiã,6
momyra,7
azomoko,13
tema,24
ytema,24
rytema,24
arytema,17
opori,8
kopori,8
ikopori,8
matase,13
hmatase,13
emõ,54
remõ,54
iremõ,54
yxiryme,9
akipu,7
rakipu,7
tatume,9
utatume,9
zimu,21
ezimu,21
nezimu,21
etako,9
oetako,9
koetako,9
uime,11
ruime,6
pynohxo,8
ahmatoh,9
hnao,5
aõme,15
taõme,15
ytaõme,15
rytaõme,15
okaxĩpo,20
eimehxo,14
atoxi,13
patoxi,13
epatoxi,13
nohtyã,14
anohtyã,14
esero,20
mesero,20
õmesero,20
imapory,22
unure,8
munure,8
umunure,8
nekahpõ,22
kuhne,7
ukuhne,7
aerẽ,10
nuhne,9
onuhne,9
nonuhne,9
uketõme,77
teke,220
eteke,220
zeteke,220
izeteke,220
ãtarykõ,9
airi,5
omanekõ,11
apatyã,42
tapatyã,42
tahpõ,12
iakatyã,20
hturume,10
keynara,12
nakoxi,18
inakoxi,18
nuhpyry,18
amopose,8
yime,21
pyime,21
apyime,21
uneme,8
runeme,8
uruneme,8
izyraeu,9
saõkomo,9
uhmã,10
zuhmã,10
azuhmã,10
mazuhmã,10
ipotoh,7
aohme,8
raohme,8
araohme,8
hkatopo,9
ihpase,11
rihpase,11
rỹke,6
arỹke,6
pahme,7
ipahme,7
õsene,21
mõsene,21
nahkara,8
asamo,9
pasamo,9
apasamo,9
korome,13
okorome,13
ekuãse,32
oekuãse,32
xa,8
uxa,8
irẽ,21
pirẽ,21
hpirẽ,21
ahpirẽ,21
tuose,7
õtuose,7
rahmary,13
aparyke,9
menuru,7
pasẽ,31
apasẽ,31
tapasẽ,31
otapasẽ,24
ikatyã,28
rikatyã,10
mõtone,10
imõtone,10
ohtohpo,10
hmame,7
ahmame,7
tohpõkõ,13
ehkety,14
eketõ,18
neketõ,18
eneketõ,18
nepỹ,7
enepỹ,7
senepỹ,7
anỹne,8
nanỹne,8
ynanỹne,8
waimo,17
awaimo,17
nawaimo,9
xikase,8
axikase,8
uane,11
kuane,11
ũkuane,11
mũkuane,11
myxiry,8
ymyxiry,8
iehtose,12
zehpyry,8
samã,18
asamã,18
sasamã,18
usasamã,18
teão,6
iteão,6
ãsão,5
epete,6
roti,8
oroti,8
roroti,8
eroroti,8
pahsã,7
ypahsã,7
pãpyra,21
opãpyra,10
orymã,16
norymã,7
opono,8
ropono,8
eropono,8
ohmano,9
pohmano,9
turo,5
iryje,8
miryje,8
omiryje,8
akanekõ,24
ỹpory,7
mỹpory,7
ĩmã,12
mĩmã,12
emĩmã,12
yhmatoh,21
põpyã,9
opõpyã,9
topõpyã,9
patyãkõ,13
moitoko,8
ywekyry,14
ytyhse,7
roywy,7
eroywy,7
etuaro,9
netuaro,9
oarory,16
roarory,16
papyry,16
hpapyry,16
norỹko,14
ũpyry,9
rũpyry,9
urũpyry,9
zuhtone,9
tatone,19
ĩtatone,11
õmytykõ,24
ykãkara,10
muruke,20
amuruke,20
htaõke,10
ahtaõke,10
naryke,12
unaryke,12
tota,8
õtota,8
iõtota,8
xiõtota,8
tuhko,6
ãtoke,7
tãtoke,7
enuke,24
zenuke,24
uzenuke,24
nahmãko,9
uĩko,6
puĩko,6
zahkase,9
kuaõkõ,18
akuaõkõ,18
ehsãme,8
nehsãme,8
wame,9
awame,9
mawame,9
imawame,9
tyorõme,10
metatou,11
tyrome,7
eoty,7
neoty,7
ineoty,7
atyko,9
ratyko,9
aratyko,9
nitãko,9
enitãko,9
opãse,11
popãse,11
hpopãse,11
upune,6
tasehxo,10
ripory,8
yripory,8
totone,14
htotone,14
õtu,4
oxia,9
toxia,9
atoxia,9
patoxia,9
ĩmehxo,9
mĩmehxo,9
akãkara,10
irotoko,10
riryke,8
yriryke,8
inarykõ,13
ranory,8
uranory,8
pypyra,7
pãkãko,22
opãkãko,22
otomo,14
potomo,14
ỹpotomo,14
kosero,8
okosero,8
otomara,13
putoh,12
uputoh,12
tuputoh,12
aimehnõ,8
kawa,30
ukawa,30
rukawa,30
arukawa,30
ãkopake,13
toma,12
otoma,12
uosẽme,21
mahnõ,10
emahnõ,10
remahnõ,10
ekananõ,20
aão,24
raão,24
araão,24
eo,3
wotase,10
owotase,10
omãka,10
romãka,10
uromãka,10
unamãko,9
itũ,5
xitũ,5
risene,24
yrisene,24
rojezu,8
erojezu,8
aynara,9
naynara,9
ikaneme,20
kuku,10
okuku,10
pokuku,10
opokuku,10
naketõ,11
unaketõ,11
osemary,8
omãkomo,20
otae,6
motae,6
etatone,8
apato,7
tapato,7
apatõme,9
rotary,11
irotary,11
yamaro,7
ojepe,8
kojepe,8
okojepe,8
ejepe,12
sejepe,12
osejepe,12
otono,12
potono,12
apotono,12
apotõ,10
mapotõ,10
hmapotõ,10
opoenõ,10
oopoenõ,10
katoro,8
akatoro,8
ikapõko,10
onohno,41
uhtara,13
ruhtara,13
konohno,20
oterepe,18
pape,13
opape,13
iopape,13
riopape,13
enohno,11
oenohno,11
enohko,9
oenohko,9
yrio,9
tyrio,9
etyrio,9
metyrio,9
kopõkõ,10
ikopõkõ,10
ikeu,25
ora,4
ouhpyry,8
romãko,10
uromãko,10
oki,20
noki,20
epotyã,18
nepotyã,18
komoro,8
okomoro,8
emaneme,12
ruhtoko,20
uohpõkõ,8
aikãko,10
naikãko,10
orymãme,11
yywy,14
ryywy,14
yryywy,14
pyryywy,14
uikomo,8
ruikomo,8
timo,6
atimo,6
nenery,14
imina,7
ximina,7
amu,8
kamu,8
ekamu,8
rekamu,8
erekamu,8
tira,7
atira,7
iatira,7
rati,22
arati,6
upia,10
eupia,10
teupia,10
ateupia,10
uhpõ,7
ruhpõ,7
uruhpõ,7
etime,36
mĩme,54
emĩme,54
eneneme,8
atoimo,21
aere,25
ikyase,9
rikyase,9
timãkõ,24
etimãkõ,24
imatose,13
rai,14
orai,14
korai,14
ikorai,14
ahnanõ,28
nahnanõ,8
inapõkõ,22
euimo,8
teuimo,8
uteuimo,8
mupõkõ,24
amupõkõ,24
ratoke,16
yratoke,16
ỹtao,10
tipa,5
raki,6
araki,6
epahpõ,10
repahpõ,10
xikatyã,18
tapoise,54
ũtakety,8
pasenã,20
hpasenã,20
irapõkõ,33
ezapeu,7
mekatoh,9
tipõkõ,30
atipõkõ,30
mikara,9
ymikara,9
rotoke,10
orotoke,10
rumã,7
arumã,7
parumã,7
itunety,27
arume,7
parume,7
sape,24
asape,24
toniu,14
atoniu,14
uri,16
kuri,16
hkuri,16
ohkuri,16
kohkuri,16
wemã,6
ewemã,6
rauta,20
erauta,20
merauta,20
4mãkomo,8
ãke,40
mãke,40
imãke,40
rimãke,40
arimãke,40
isẽke,12
neh,21
eneh,21
neneh,21
eneneh,21
ritu,20
tei,25
utei,25
asame,63
sasame,63
usasame,63
noimo,24
anoimo,24
ianoimo,24
hpoh,6
ohpoh,6
ihke,9
rihke,9
orihke,9
porihke,9
orirykõ,19
tokoro,11
otokoro,11
4mãkõ,24
rimãkõ,10
arimãkõ,10
makary,98
hmakary,98
retyke,48
yretyke,48
ekuroko,18
oare,10
orymano,11
amano,24
ramano,24
aramano,24
makane,28
hmakane,28
eruaono,9
upynỹpo,11
okaroro,8
aumano,9
paumano,9
ihtopo,8
rihtopo,8
oirykõ,26
poirykõ,26
anomame,129
rumãse,18
arumãse,18
iximã,10
xiximã,10
uxiximã,10
memyry,7
4,9
44,9
omahpõ,7
rotopo,8
erotopo,8
eroxi,11
meroxi,11
ymeroxi,11
merotoh,8
upẽ,4
sakara,7
apõpo,18
apãpyra,11
hnara,7
ehnara,7
xitykõ,7
tuimo,44
atuimo,44
ratuimo,44
ĩtory,63
xĩtory,63
exĩtory,63
uẽkõ,14
ruẽkõ,14
uruẽkõ,14
ymyase,8
nymyase,8
pure,8
opure,8
topure,8
ytopure,8
ruẽ,25
uruẽ,25
tumehxo,13
akatopo,16
upary,21
tupary,21
urutõme,8
perykõ,37
upuruse,8
opurukõ,11
tuhtao,7
okyrykõ,20
tatohke,15
rokyry,37
arokyry,16
oriãome,9
yhmatõ,28
tohpono,8
yrati,16
pyrati,16
upyrati,16
okata,10
pokata,10
hpokata,10
pire,14
hpire,14
ahpire,14
uezume,8
zuezume,8
zari,6
uzari,6
weme,6
eweme,6
kie,6
ikie,6
rikie,6
yroto,8
kyroto,8
ikyroto,8
ytae,30
ytao,5
ekato,7
sekato,7
inono,6
oita,6
poita,6
kũpo,6
akũpo,6
xĩse,6
ixĩse,6
murũko,21
60me,10
roimo,480
yroimo,480
kyroimo,480
ẽpopyra,11
ronato,11
oronato,11
kararah,9
riri,6
iriri,6
reimo,135
areimo,135
kareimo,135
narotyã,9
mome,6
imome,6
ipitose,15
oime,6
koime,6
naxi,16
anaxi,16
tanaxi,16
atanaxi,16
setyme,7
ỹtae,5
imeĩpo,13
oimeĩpo,13
ĩmo,8
xĩmo,8
ixĩmo,8
rixĩmo,8
arixĩmo,8
õmiase,7
oisẽme,18
poisẽme,18
ũnomo,7
nũnomo,7
66,6
miary,8
emiary,8
remiary,8
yperykõ,16
iaketõ,20
miaketõ,20
uarẽ,5
torymã,9
itorymã,9
mokyry,10
amokyry,10
ypokona,8
namame,8
anamame,8
ahkako,16
sahkako,16
rãse,18
irãse,18
pirãse,18
hpirãse,18
karu,21
ikaru,21
xikaru,21
uhkary,7
ouhkase,8
20,3
