nh,anh,panh,inh,n,an,pan,in,ix,a,h,pa,pah,p,mẽhp,s,wr,ixwr,awr,je,w,ixw,aw,jej,ak,k,amn,amnep,ahpa,xa,ko,nhỹ,amne,am,j
,,,inhnohtỳx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anohtỳx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkuk,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkuk,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akuk,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixàpkur,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxàpkur,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axàpkur,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kahõ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wahõ,,,,,,,,,,,,,,
,,,,,,,,,,,,,paxwỳr,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaxwỳr
,,,,,,,,,,haxwỳr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sikũn,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,amnhôre,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amnhôre,
,,,,,,,,,amnhôre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,homnu,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paratre,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,paratre,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahkĩ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakutêp,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akutêp,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkutêp,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,haxwỳ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaxwỳ
,,,,,,,,,ahkĩnh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahkĩnh,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akwỳm,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kwỳm,,,,,,,,,
,,,,,,,,,akwỳm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahkwỳm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkwỳm,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkwỳm,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pyxi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpyxi,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apyxi,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,parãw,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,arãw,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,patrãw,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,patrãw,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apênh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixàpênh,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxàpênh,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axàpênh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkry,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amỹkry,
,,,,,,,,,amỹkry,,,,,,,,,,,,,,,,,,,,,,,,,
,,panhõxỳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhõxỳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,panhõxỳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhõxỳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhõxỳ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhõxỳ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxê,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anĩ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akunĩ,,,,,,,,,,
,,,,,,,,,akunĩ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pixôrã,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pajamãr,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akumrẽx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkumrẽx,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nireta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akurẽ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kurẽ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kagã,,,,,,,,,
,,,,nhyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krãhyre,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kugõ,,,,,,,,,
,,,,,,,,ixàhwỳr,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxàhwỳr,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axàhwỳr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,papaja,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpaja,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apaja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpaja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apyr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpyr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kanhêr,,,,,,,,,
,,,,,,,,,,hêxja,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩpêxja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩpêxja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpỹnhre,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krepak,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuwyja,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kora,,,,,,,,,
,,,,,,,,ixkãm,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akãm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axkãm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krãhta,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuwym,,,,,,,,,
,,,,,,,,,apir,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hyta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kuwyta,,,,,,,,,
,,,,,,,,ixpare,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apare,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,papare,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,panhỹ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhỹ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jano
,,,,,,,,,,hano,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,awjarẽ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,aptỳx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htàm,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hanhi,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janhi
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janhir
,,,,,,,,,,hanhir,,,,,,,,,,,,,,,,,,,,,,,,
nhek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,prek,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,parek,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akrành,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaêr
,,,,,,,,,,haêr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htoja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixtoja,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atoja,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kêêta,,,,,,,,,
,,,,,,,,,,,,,prêêta,,,,,,,,,,,,,,,,,,,,,
,,,,nhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkro,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hipô,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,punuti,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akahak,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kahak,,,,,,,,,
,,,,,,,,,,hõta,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhõta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,panhõta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kõta,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,karõta,,,,,,,,,
,,,,,,,,,,hõm,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,põm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kõm,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akõm,,,,,,,,,,
,,,,,,,,,ahtũm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akrãhtũm,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krãhtũm,,,,,,,,,
,,,,,,,,,,hapôx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japôx
,anhỹrta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhỹrta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhỹrta,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahkĩnh,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pagjêx,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agjêx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhgjêx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,awry,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htũmta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kagro,,,,,,,,,
,,,,,,,,ixpy,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apy,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpy,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupy,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakry
,,,,,,,,,,hakry,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,awjakry,,,,,,,,,,,,
,,,,,,,,,awjakry,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kamàtre,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japôj
,,,,,,,,,,hapôj,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhmẽnh,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amarĩ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhnê,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupyr,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amnàr,
,,,,,,,,,amnàr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixwakre,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxwakre,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axwakre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,himô,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,puh,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,koko,,,,,,,,,
,,,,,,,,,,hkoko,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axkapĩ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amra,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kumra,,,,,,,,,
,,,,,,,,,,,pahtyk,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ahtyk,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahtyk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wehe,,,,,,,,,,,,,,
,anhĩkrê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anhĩkrê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anhĩkrê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,arênh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,parênh,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixrênh,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pôja,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hôja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apkjê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kokỹỹ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kokỹỹ,,,,,,,,,
,,,,,,,,,,,,,panhĩõ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahtõ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahtõ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pakapẽr,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkurom,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakurom,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akurom,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pakurom,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htykjê,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixtomnu,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,katoore,,,,,,,,,
,,,,,,,,,,,,,pum,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpum,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jahti
,,,,,,,,,,,,,pahti,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kahti,,,,,,,,,
,,,,,,,,,,,pajapôx,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajapôx,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kôta,,,,,,,,,
,,,,,,,,,,hagrôta,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amỹra,
,,,,,,,,,amỹra,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axpum,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hprãr,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,aprãr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japrãr
,,,,,,,,,,,,,,,,,,,,,,,,,kaxpa,,,,,,,,,
,,,,,,,,,,hkaxpa,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkaxpa,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,awjanã,,,,,,,,,,,,
,,,,,,,,,awjanã,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hije,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kumỳ,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akwỳta,,,,,,,,,,
,,,,,,,,,,,panoo,,,,,,,,,,,,,,,,,,,,,,,
,,,inhnoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anoo,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpiitã,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apiitã,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hpiitã,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahpiitã,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,anõr,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhnõr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,amỳnh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhmỳnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamỳnh
,,,,,,,,,,hamỳnh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kryre,,,,,,,,,
,,,,,,,,,,,,,,,sĩk,,,,,,,,,,,,,,,,,,,
,,,,,,,,,arĩk,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixàrĩk,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajãnh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kênhta,,,,,,,,,
,,,,,,,,,,,pane,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akane,,,,,,,,,,
,,,,,,,,,,,,,pane,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kane,,,,,,,,,
,,,,,,,,ixkane,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akane,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkane,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,mẽhprĩre,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hprĩre,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,aprĩre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixprĩre,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akaprĩre,,,,,,,,,,
,,,,,,,,,,hamrô,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamrô
,,,,,,,,,,,,,,,,,,,,,,,,akamrô,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kamrô,,,,,,,,,
,,,,,,,,ixkamrô,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akamrô,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkamrô,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahkamrô,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkryre,,,,,,,,,,,,,,,,,,,,,,,,
nhĩrê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,nhĩrê,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akupênh,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupênh,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kupê,,,,,,,,,
,,,,,,,,,,hakẽx,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pafti,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pifti,,,,,,,,,,,,,,,,,,,,,
nhôr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kôr,,,,,,,,,
,,,,,,,,,,,,,pôr,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kakôr,,,,,,,,,
,,,,,,,,,,,,pahkwỳja,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkwỳja,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hikẽnh,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pikẽnh,,,,,,,,,,,,,,,,,,,,,
,,,,nohkre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anohkre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axãm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkrem,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkrem,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahtã,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hanor,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janor
,,,,,,,,,agrêre,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhgrêre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kamrêk,,,,,,,,,
,,,,,,,,,axrê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,inhmrar,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajamỳnh,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apew,,,,,,,,,,,,,,,,,,,,,,,,,
nhĩhkram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,anhĩhkram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,inhĩhkram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,panhĩhkram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pamar,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,samar,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kunor,,,,,,,,,
,,,,,,,,,,hkunor,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pikunor,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkànhy,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akawà,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kawà,,,,,,,,,
,,,,,,,,,akawà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hparkà,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,aparkà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amrykà,
,,,,,,,,,,,pajapôj,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ajapôj,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,awjagrô,,,,,,,,,,,,
,,,,,,,,,awjagrô,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,sotõ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,komo,,,,,,,,,
,,,,nõkati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pynê,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixpynê,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,apynê,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,atak,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,htak,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pahtak,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixtak,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixàpir,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,axàpir,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,paxàpir,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,hkuri,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakuri,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akuri,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ixkuri,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akrãhkà,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krãhkà,,,,,,,,,
,,,,,,,,,,hkrãhkà,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pakrãhkà,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,akrãhkà,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akaxwỳnh,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,kaxwỳnh,,,,,,,,,
,,,,,,,,,,,,,pajapê,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,panhĩ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,pahkrã,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pahkrã,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,krajaja,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,akrajaja,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,wỳjjaja,,,,,,,,,,,,,,
,,,,,,,,,,hapêê,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,japêê
,,,,,,,,,,,,,,,,,,,,,,,,,kwỳỳ,,,,,,,,,
