sime,bal,d,da,le,a,ab,ku,i,o,su,je,kuy,m,ma,cekawẽ,jekawẽ,ekawẽ,om,im,wuyed,mat,cekaw,jekaw,ekaw,cr,ceka,jeka,eka,c,j
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cĩcãap,
,,,,,,,,isopsep,,,,,,,,,,,,,,,,,,,,,,
,,dopam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeyag
,,,,,,,,ijocewi,,,,,,,,,,,,,,,,,,,,,,
,,,,,aroro,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,aweroro,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibubum,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojoxik,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekadi
,,,,,,,,,,,,,,,,,,,imuakõm,,,,,,,,,,,
,,,,,,,,,,,,,muakõm,,,,,,,,,,,,,,,,,
,,,,,,,,imuakõm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oicuk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekabicuk,,
,,,,,,,,,,,jedao,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeõhõ
,,,,,,,,iburem,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oburem,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oceya,,,,,,,,,,,,,,,,,,,,,
,,,,,aceya,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeawero,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeawero
,,,,,,,,,okipit,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikẽrẽãn,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mil,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imẽnpuk,,,,,,,,,,,
,,,,,,,,,,,,,mẽnpuk,,,,,,,,,,,,,,,,,
,,,,,,,,imẽnpuk,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obuaha,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocejẽm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itpin,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jepitpin,,,,,,,,,,,,,,,,,,,
,,,,,awẽap,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,awẽwẽap,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeperem,,,,,,,,,,,,,,,,,,,
,,,,,,,,,operem,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeperem
,,,,,,,,ibodup,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mubacan,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omubacan,,,,,,,,,,,,
,,,,,,,,,,,,,mũnmũn,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imũnmũn,,,,,,,,,,,
,,,,,,,,imũnmũn,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okapap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikapap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekapap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekapap
,,,dakacap,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,dakacap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebumõg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedot
,,,,,,,,,,,jeedot,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeedot
,,,,,,,,imudot,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omudot,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mukap,,,,,,,,,,,,,,,,,
,,,,,,,,ikukap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,kukukap,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekukap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okukap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekukap
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebubun
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,camelo,
,,,daobi,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odaxijo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,idaxijo,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedaxijo,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocejat,,,,,,,,,,,,,,,,,,,,,
,,,,,acejat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iisu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oisu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,juiayũ
,,,,,,,,isum,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,isurũg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jesusu,,,,,,,,,,,,,,,,,,,
,,,,,,,,isusu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeymuju,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeymuju
,,,,,,,,ikibiyũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocedei,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jemãmã,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jemãmãmã,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odacup,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imẽntak,,,,,,,,,,,
,,,,,,,,imẽntak,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojẽg,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewekuk,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewekuk
,,,,,,,,,,,jericó,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jericó
,,,,,,,,ijoma,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jesusu
,,,,,,,,,,sutada,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jetada,,,,,,,,,,,,,,,,,,,
,,,,,,,,itada,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jetada
,,,,,,,,,,,jewetada,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jecoan,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jecoan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jumenta
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekap
,,,,,,,,,,,,,,,,,,,imuwekap,,,,,,,,,,,
,,,,,,,,,,,,,muwekap,,,,,,,,,,,,,,,,,
,,,daidada,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,deidada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ajẽmayũ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ah,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ih,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,idixidi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ojoy,,,,,,,,,,,,,,,,,,,,,
,,,,,acede,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocede,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jomuy
,,,,,,,,,,,,,muwesog,,,,,,,,,,,,,,,,,
,,,,,,,,iboma,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocesot,,,,,,,,,,,,,,,,,,,,,
,,,,,abug,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibug,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okaka,,,,,,,,,,,,,,,,,,,,,
,,,,,aokaka,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekpot
,,,,,,,,,obuxim,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibuxim,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebuxim,,,,,,,,,,,,,,,,,,,
,,,,,,,,imen,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibuye,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obuye,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jenomuwã,,,,,,,,,,,,,,,,,,,
,,,,,,,,,onomuwã,,,,,,,,,,,,,,,,,,,,,
,,dakoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,atakoy,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceba,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeba
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jenũy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,césar,
,,,,,,,,,,,,,,,,,,omuypit,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imuypit,,,,,,,,,,,
,,,,,,,,,,,,,muypit,,,,,,,,,,,,,,,,,
,,,,,,,,imuypit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omuypit,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jemujuat,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cedãg,
,,,,,,,,,,,jemũg,,,,,,,,,,,,,,,,,,,
,,,,,,,kukpinap,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibõg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obõg,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebõg,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,subõg,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,onaptup,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,ekawẽntupat,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedopa
,,,,,,,,iwaruat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muak,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,mubõg,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jejojo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cumayũm,
,,,,,,,,ibeat,,,,,,,,,,,,,,,,,,,,,,
,,,,,abeat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caixa,
,,,,,abuat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oyamuy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omude,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imude,,,,,,,,,,,
,,,,,,,,,,,,,mude,,,,,,,,,,,,,,,,,
,,,,,,,,iapti,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,onapti,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikoẽro,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iokokat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iparag,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obui,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibui,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jebui,,,,,,,,,,,,,,,,,,,
,,,,,,,,irucat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikũydip,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itaypi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,idobuyũ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedobuyũ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,okpiwat,,,,,,,,,,,,,,,,,,,,,
,,,,,adap,,,,,,,,,,,,,,,,,,,,,,,,,
,,diotpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeywat
,,,,,,,,iwacap,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijoceat,,,,,,,,,,,,,,,,,,,,,,
,,,,,aedu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedu
,,,,,,,,,,,jetẽg,,,,,,,,,,,,,,,,,,,
,,,,,atẽg,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jenopag,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jenopag
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jexixim
,,,,,,,,isumapi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oibu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,suibu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ipararu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,onuyap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jenuyap,,,,,,,,,,,,,,,,,,,
,,,daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijoptup,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ihi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibiatpi,,,,,,,,,,,,,,,,,,,,,,
,,,,,acesupi,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocesupi,,,,,,,,,,,,,,,,,,,,,
,,,daxijojo,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekaba,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikaba,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jesopsom,,,,,,,,,,,,,,,,,,,
,,,,,,,,iaruaru,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedocap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeedocap,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedocap
,,,,,,,,,,,jebapug,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibapug,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebapug
,,,,,,,,iwiwim,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,owiwim,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muba,,,,,,,,,,,,,,,,,
,,,,,atxiri,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jexixi
,,,,,,,,ibiat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekuyan,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekuyan
,,,,,,,kukuanap,,,,,,,,,,,,,,,,,,,,,,,
,,,,,ana,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,mana,,,,,,,,,,,,,,,,
,,,,,arẽmayũ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,daxadi,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daxadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imusop,,,,,,,,,,,
,,,,,,,,,,,,,musop,,,,,,,,,,,,,,,,,
,,,,,,,,,otiũm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,otabu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oyamõg,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,otaẽ,,,,,,,,,,,,,,,,,,,,,
,,,,,ataẽ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocetiũm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oceduk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joa
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caifás,
,,,,,ataomũn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaokaap
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewe
,,,,,,,,,,,jewewe,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewewe
,,,,,,,,ixedi,,,,,,,,,,,,,,,,,,,,,,
,,,,,arẽmrẽm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,imude,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omude,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joyoy
,,,,,,,,,,,,,mudirem,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeũm
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeũmat
,,,,,,,,,,,jeweka,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oxati,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocexati,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijopti,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cepõg,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepõg
,,,,,,,,,,,,,,,,,,,imutait,,,,,,,,,,,
,,,,,,,,,,,,,mutait,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omutait,,,,,,,,,,,,
,,,,,,,,imutait,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omutait,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omuwedem,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judas
,,,,,,,,,,,,,,,,,,omukug,,,,,,,,,,,,
,,,,,,,,,obukõn,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jesusũm,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jesusũm
,,,,,,,,,,,jepaja,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepaja
,,,,,,,,iyuk,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ikibi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jakawẽn
,,,,,,,,,,,,,mukẽrẽ,,,,,,,,,,,,,,,,,
,,,dapxiyũ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,dapxiyũ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewek,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,omuxi,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebidi
,,,daxirõg,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,daxirõg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ijuibit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocekuku,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,ibunbun,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,icẽman,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,itĩg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaciayũ
,,,,,,,,,,,jexeybi,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cexeybi,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jexeybi
,,,,,,,,,,,,,mukaba,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekaba
,,,,,aokaat,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oaokaat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaokaat
,,,,,,,,ibune,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cirene,
,,,,,,,,,oyamu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,juwi
,,,,,,,,,,,,,meia,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judeia
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cekũyjo,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekũyjo
,,,,,,,,,,,jedau,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedau
,,,,,,,,,,,jebidim,,,,,,,,,,,,,,,,,,,
,,,,,abidim,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oatim,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imutitit,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jewek
,,,,,,,,,,,jewekwek,,,,,,,,,,,,,,,,,,,
,,,,,,,,iwekwek,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jexixixi,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jedopap
,,,,,,,,,,,jeakayũ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jeakayũ
,,,,,,,,,,,,,,madalena,,,,,,,,,,,,,,,,
,,,,,,,,irucan,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,sukũymug,,,,,,,,,,,,,,,,,,,,
,,domingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,osusuy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,odig,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jedig,,,,,,,,,,,,,,,,,,,
,,dobede,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekukuk
,,,,,,,,,ocexet,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,onze,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,ekawẽndeus,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,ekawẽndeus,,,,,,
,,,,,,,,imucũg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jemucũg,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jemucũg
,,,,,,,,,obode,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,oiuk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,suiuk,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeykukan,,,,,,,,,,,,,,,,,,,
,,,,,,,,ix,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocemuy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cemũg,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jemũg
,,,,,,,kutukutu,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jewãwãwã,,,,,,,,,,,,,,,,,,,
,,,,,,,,icẽg,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ocẽg,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,obucẽg,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jeuru,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,cekawẽnat,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,cekawẽnat,,,,
,,,,,,,,,,,jepacũg,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jepacũg
,,,,,,,,,,,,,muajẽm,,,,,,,,,,,,,,,,,
,,,,,alfeu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,anũg,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,janũg
,,,,,,,,inũm,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joinũm
,,,,,ajoinũm,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,iwekat,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,jekapik,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jekapik
,,,,,,,,,,,jebodoy,,,,,,,,,,,,,,,,,,,
,,,,,,,,iduméia,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,omukug,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cebuxim,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebuxim
,,,,,,,,iwãbu,,,,,,,,,,,,,,,,,,,,,,
,,,,,adesũ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muduap,,,,,,,,,,,,,,,,,
,,,,,arẽmãn,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,apẽntak,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,muwẽnap,,,,,,,,,,,,,,,,,
,,,,,,,,,ojomuy,,,,,,,,,,,,,,,,,,,,,
,,,,,ajomuy,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jemuwẽn
,,,,,,,,,oõmõm,,,,,,,,,,,,,,,,,,,,,
,,diõmõm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jadipi
,,,,,adit,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,subidomu,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jebum
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cabobum,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ekabobu,,
,,,,,,,,ibobu,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cabobu,
,,,,,,,,,,,,,muwag,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,imuwag,,,,,,,,,,,
,,,,,,,,,ocemuõm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jairo
,,,,,,,,,,,jexere,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jexere
,,,,,,,,,,,,,mucuk,,,,,,,,,,,,,,,,,
,,,,,,,,ibacaan,,,,,,,,,,,,,,,,,,,,,,
